2.181177539536435228e-01,1.308234772778860133e-04
2.382094299859071063e-01,1.456007333160991291e-02
2.956728073496027731e-01,1.515156643808190928e-03
3.339472997485282146e-01,1.114591100080053465e-03
3.854034919797356684e-01,6.235657033331953869e-03
4.373056706288304119e-01,3.700760321717211365e-02
4.751758100607527124e-01,3.462101767115477458e-03
5.292328109741897268e-01,6.339839910187383687e-03
6.096481635640126351e-01,2.749933540445193003e-02
6.476786814195103492e-01,1.572535216237369582e-02
6.712836551930672080e-01,1.125694484670336504e-02
7.509369163399404190e-01,8.184634738202301030e-03
8.252728340066710633e-01,2.669313217566360308e-02
8.411358832805767571e-01,2.023897974558142021e-02
8.760165876286646336e-01,3.550404387090511094e-02
8.983939013176536204e-01,2.222271979620438209e-03
9.455635326798562668e-01,5.700840619630609396e-03
9.759052066768936218e-01,8.526307566147584005e-03
9.856376111533857731e-01,7.590222483409359011e-02
9.775896821609150189e-01,1.289140347810900922e-01
9.923721285930052760e-01,1.856704517910818808e-01
9.917909830787171588e-01,2.368929312387686448e-01
9.991886409184406181e-01,3.201241979515098146e-01
9.940162000332749548e-01,3.574165404563599546e-01
9.778119288541241572e-01,3.545436911008985614e-01
9.831525050100606844e-01,3.951592791246225644e-01
9.955179678518595310e-01,3.917511084641905894e-01
9.855048635004174384e-01,4.465991639328534824e-01
9.952589394703735826e-01,5.288441474966351086e-01
9.841820961594727191e-01,5.653008312837012328e-01
9.352758732965731348e-01,5.983397491538674506e-01
9.613062567819971038e-01,6.262915601530453236e-01
9.898088728060813191e-01,6.355167266512680158e-01
9.919327517689978668e-01,6.474436872936065734e-01
9.731862570473068796e-01,7.202856481914874376e-01
9.663064053857773894e-01,7.630166085268129672e-01
9.793029239374597683e-01,7.977630019382485616e-01
9.940276301540945658e-01,8.506393090064249263e-01
9.666358404318187159e-01,9.034889458344574908e-01
9.800865854116349585e-01,9.289964250093988296e-01
9.771307566594641392e-01,9.560603276284550534e-01
9.707558120487537190e-01,9.866123007399200118e-01
9.589157042815185106e-01,9.898782523462891225e-01
8.799287482767044200e-01,9.848020220798536783e-01
8.525517325580046490e-01,9.847231200847755828e-01
7.987185969054508838e-01,9.893702098884397111e-01
7.779111149524674529e-01,9.861330102036650613e-01
7.225400694932261336e-01,9.916228490832790232e-01
6.454778918745889271e-01,9.964305693891866156e-01
5.561847531204521244e-01,9.974481954976065490e-01
4.989243924981157097e-01,9.971011879507543085e-01
4.571955753576174564e-01,9.952153053418095752e-01
3.829057944488859500e-01,9.948229313602777735e-01
3.596670132892543226e-01,9.877488816681911921e-01
2.905945045780936598e-01,9.997585197608648278e-01
2.090006261956632860e-01,9.810632316138598874e-01
1.791412688413072107e-01,9.729664698872411144e-01
1.409044144920308383e-01,9.952418359891112010e-01
9.610796496033369163e-02,9.915957749739836569e-01
7.753465601869302670e-02,9.878040244598748076e-01
4.477315213422705664e-02,9.734531884138372115e-01
2.852351115517970381e-02,9.928711366914504399e-01
1.985137321632957086e-02,9.710315645850671196e-01
2.133397151946314629e-02,9.222112883103982250e-01
2.205063546429697485e-02,8.837837055701142086e-01
7.142224777748618081e-03,8.687801277731053151e-01
2.653795322104202103e-02,8.571299257353387491e-01
6.414653804069736509e-02,8.375463168143274517e-01
4.495627397475676634e-02,7.953052985215223192e-01
2.510898374344683326e-02,7.784225790889922614e-01
9.341766240058002602e-03,7.399646688644450077e-01
2.683592619251018441e-02,6.783945555403071426e-01
4.558862673087449302e-02,6.621765936476622372e-01
8.210863104109633603e-02,6.482774234481474274e-01
1.194550000497840436e-01,6.188278079183741065e-01
1.163020301142232427e-01,5.945767121680928247e-01
5.075731474118350128e-02,6.045377865930726680e-01
3.303370568088048742e-02,5.513393753129522956e-01
1.343461828227410226e-02,4.962884618348600840e-01
3.921491397465182160e-02,4.487611851833287480e-01
4.536873551303877150e-02,4.339073048638043550e-01
1.448461363092778953e-02,4.074141961686422730e-01
5.454965259831467961e-03,4.126246411947275261e-01
1.846784520773026017e-03,3.554253845563060121e-01
3.041988300574316462e-02,3.123792201354907982e-01
3.114877447043995495e-02,2.982229647512046888e-01
4.694585679903107156e-02,2.464243480223515803e-01
4.452302356543369477e-03,2.036971439238303150e-01
9.676385959296429640e-03,1.322254395181657882e-01
2.851969627812089847e-02,7.552955744582590114e-02
1.596152480810630880e-02,5.620019636975881472e-02
1.776429455430672544e-02,4.999120988876959437e-02
3.621929592449357749e-02,3.515133130241077097e-02
6.298307723899343458e-02,9.103635798957565584e-03
1.128923089868747454e-01,6.647686353150517036e-02
1.440686140558884443e-01,1.246476458114753605e-02
2.181177539536435228e-01,1.308234772778860133e-04
